2.07768,0.770209,-0.0257966
2.0766,0.761574,-0.0257501
2.07912,0.754683,-0.0257501
2.08174,0.747422,-0.0257501
2.08057,0.738812,-0.0257035
2.08811,0.741489,0.0257966
2.08691,0.73287,-0.0257501
2.0936,0.727022,-0.129069
2.09197,0.718282,-0.0257501
2.09825,0.712262,-0.0257966
2.09863,0.712389,-0.129069
2.09681,0.704027,-0.0257501
2.10293,0.69833,-0.0257966
2.09952,0.697196,-0.128836
2.0649,0.790573,-0.0643483
2.1018,0.689004,-0.0257501
2.1018,0.689004,0.0257501
2.10597,0.690373,-0.129069
2.10419,0.681663,-0.0257501
2.10837,0.683017,-0.129069
2.11025,0.675903,-0.0257966
2.11062,0.676024,-0.129069
2.07279,0.76963,-0.0643483
2.10866,0.667693,0.0257501
2.12047,0.671431,-0.129534
2.07935,0.763406,-0.0644646
2.1111,0.65996,0.0257501
2.12292,0.663654,-0.129534
2.08187,0.756505,-0.0644646
2.1171,0.654136,-0.0257966
2.08272,0.756813,-0.0128792
2.1171,0.654136,0.0257966
2.11366,0.653073,-0.128836
2.11937,0.646743,-0.0257966
2.08535,0.74954,-0.0128792
2.12356,0.648024,-0.129301
2.08334,0.740614,-0.0643483
2.12161,0.639341,-0.0257966
2.08795,0.742255,-0.0128792
2.12782,0.641213,-0.207451
2.12581,0.640607,-0.129301
2.08968,0.734664,-0.0644646
2.12766,0.633072,-0.0258432
2.09053,0.734963,-0.0128792
2.13005,0.633782,-0.207451
2.12421,0.632044,-0.129069
2.09524,0.736618,-0.116395
2.08468,0.724739,-0.0642319
2.09308,0.727661,-0.0128792
2.0978,0.729299,-0.116395
2.09489,0.719692,-0.0644646
2.1283,0.616717,-0.0257966
2.09952,0.721284,-0.0129024
2.1283,0.616717,0.0257966
2.13635,0.61905,-0.129534
2.08957,0.710532,-0.0642319
2.13022,0.610027,-0.0257966
2.09799,0.713397,-0.0128792
2.13646,0.611814,-0.207451
2.13022,0.610027,0.0257966
2.10149,0.714587,0.0387443
2.13444,0.611236,-0.129301
2.09893,0.713717,-0.116186
2.09216,0.702868,-0.0642319
2.13245,0.602215,-0.0257966
2.10438,0.706976,-0.0129024
2.09651,0.704333,0.0386047
2.14051,0.604493,-0.129534
2.10153,0.706019,-0.116186
2.07053,0.810182,-0.0517372
2.09851,0.696455,-0.0643483
2.13464,0.594396,-0.0257966
2.09937,0.696739,-0.012856
2.09908,0.696644,0.0386047
2.14271,0.596644,-0.129534
2.10411,0.698312,-0.116186
2.09713,0.687879,-0.0642319
2.14056,0.588,-0.0258432
2.10559,0.690652,-0.0128792
2.14056,0.588,0.0258432
2.14478,0.589161,-0.129534
2.14626,0.58232,-0.0258898
2.10774,0.684034,-0.0128792
2.10746,0.683942,0.0386745
2.14277,0.581374,-0.129301
2.11249,0.685575,-0.116395
2.06755,0.784562,-0.0514581
2.10569,0.674442,-0.0643483
2.11036,0.675937,-0.0128792
2.14461,0.573043,0.0258432
2.10626,0.674625,0.0386047
2.14499,0.573143,-0.129301
2.11511,0.677459,-0.116395
2.0668,0.775214,-0.051365
2.15047,0.566573,-0.0258898
2.11652,0.669773,-0.0129024
2.15286,0.567202,-0.207823
2.11623,0.669683,0.0387443
2.15856,0.568705,-0.129999
2.11746,0.670072,-0.116395
2.0695,0.767995,-0.051365
2.14836,0.558806,-0.0258432
2.12243,0.664315,-0.0129257
2.15848,0.561438,-0.208195
2.11923,0.663314,-0.18128
2.16033,0.56192,-0.129999
2.12337,0.664609,-0.116605
2.07565,0.762869,-0.0514581
2.11634,0.653904,-0.0644646
2.1504,0.550929,-0.0258432
2.12485,0.656532,-0.0129257
2.15667,0.552535,-0.207823
2.15427,0.551922,0.0258898
2.11692,0.654082,0.0386745
2.07674,0.754642,-0.102927
2.12579,0.656822,-0.116605
2.07467,0.753891,-0.051365
2.11479,0.645345,-0.0643483
2.15231,0.543419,-0.0258432
2.12713,0.64911,-0.0129257
2.15619,0.544398,0.0258898
2.11919,0.646688,0.0386745
2.16043,0.545469,-0.129766
2.12425,0.648232,-0.116395
2.08106,0.747996,-0.0514581
2.08799,0.742268,0
2.15807,0.536869,-0.0258898
2.12938,0.641682,-0.0129257
2.16047,0.537465,-0.207823
2.16195,0.537834,0.0259363
2.12526,0.640441,0.0387443
2.16619,0.538889,-0.129999
2.07989,0.739388,-0.051365
2.16761,0.531614,-0.0259829
2.1315,0.634616,-0.0129257
2.16998,0.532195,-0.208567
2.15984,0.529709,0.0258898
2.13211,0.634798,-0.181606
2.12737,0.633389,0.0387443
2.16797,0.531702,-0.129999
2.08817,0.734543,-0.103113
2.12861,0.633757,-0.116395
2.0861,0.733813,-0.0514581
2.13764,0.627927,-0.0129489
2.16804,0.523304,-0.208195
2.16566,0.522728,0.0259363
2.13442,0.62698,-0.181606
2.13352,0.626715,0.0388142
2.16602,0.522816,-0.129766
2.0984,0.729509,-0.103485
2.085,0.72485,-0.051365
2.09161,0.719792,0
2.1634,0.514995,-0.0258898
2.13961,0.621208,-0.0129489
2.13638,0.620271,-0.181606
2.13164,0.618894,0.0387443
2.17154,0.516933,-0.129999
2.13671,0.620367,-0.116605
2.08727,0.718296,-0.051365
2.17306,0.508886,-0.0259829
2.13802,0.612261,-0.0129257
2.13864,0.612437,-0.181606
2.13389,0.611077,0.0387443
2.17342,0.508971,-0.129999
2.13897,0.612532,-0.116605
2.09671,0.704806,0
2.17482,0.501297,-0.0259829
2.144,0.605882,-0.0129489
2.17332,0.50095,-0.208195
2.17482,0.501297,0.0259829
2.14076,0.604967,-0.181606
2.14371,0.6058,0.038884
2.17907,0.502277,-0.130231
2.10201,0.706589,-0.103299
