1.86811,0.604462,-0.183286
1.87125,0.598632,-0.114418
1.86767,0.612253,-0.160451
1.92147,0.477296,-0.0230493
1.93184,0.451332,0.0230959
1.89599,0.527944,-0.250516
1.90225,0.501177,-0.0572502
1.9214,0.477991,-0.0115076
1.89011,0.554855,-0.0917594
1.93317,0.444886,0.0346256
1.87225,0.593192,-0.125868
1.90624,0.502937,-0.0458749
1.90835,0.482178,-0.306225
1.9448,0.384023,0.0807633
1.88455,0.547157,-0.0799491
1.93483,0.417972,0.046061
1.90251,0.502309,-0.0343463
1.94292,0.363608,0.115115
1.92376,0.451213,0.0114843
1.92665,0.416556,0.0573665
1.97589,0.215348,-0.556404
1.99317,0.154416,-0.559639
2.05517,0.0225989,-0.411062
2.09408,-0.0863039,-0.0243997
2.09699,-0.0933899,-0.267184
2.09993,-0.115566,-0.0612065
2.07462,-0.0416459,-0.322828
2.111,-0.160579,-0.110952
2.09302,-0.100535,-0.0487595
2.09982,-0.129902,-0.226617
2.12015,-0.153462,-0.0990182
2.12226,-0.190527,-0.149
2.12706,-0.190958,-0.136869
