-0.224255,-0.820434,2.49658,3.02627,4.51166
0.320954,-0.820295,2.53541,3.0825,4.11093
-0.432835,-0.646269,2.42694,2.87317,7.41503
-0.22214,-0.689331,1.92792,2.91189,8.87636
-0.218962,-0.691143,1.92889,2.91602,8.4887
-0.184196,-0.757333,2.93667,2.82658,4.73073
-0.0548653,-0.702629,2.52139,2.91243,6.75682
0.38746,-0.70123,2.77174,3.04095,5.5362
0.388241,-0.698556,2.75512,3.05909,5.60183
-0.15559,-0.699634,2.21605,3.10417,5.39462
-0.168075,-0.698439,2.22471,3.10541,5.82897
0.0690015,-0.77395,2.05077,2.61184,4.54998
0.247557,-0.828977,2.70956,3.03887,4.40551
0.211593,-0.885618,2.77895,2.7774,4.26437
0.298599,-1.07811,2.83862,3.01499,4.82027
0.30185,-1.07134,2.82251,3.03539,4.8312
-0.143764,-0.773985,2.28357,3.12128,5.35143
-0.138602,-0.831879,2.3226,2.75091,4.78607
-0.66275,-0.804771,2.59225,2.79519,3.72726
0.154437,-0.791131,2.56648,2.85483,5.45121
0.146258,-0.790211,2.56838,2.8664,4.86574
-0.463563,-0.768021,3.1004,2.96143,3.71541
-0.10411,-0.755557,2.06359,2.92894,4.82677
0.494695,-0.823168,2.84504,3.00468,4.22587
-0.0992074,-0.770563,2.07324,2.93684,4.55716
0.168991,-0.792952,2.58349,2.7618,4.63465
-0.220183,-0.884164,2.96088,2.81349,3.8176
-0.169095,-0.807278,2.20634,3.09744,6.67169
0.0300928,-0.796412,2.30081,2.74752,6.45492
-0.128049,-0.659435,2.14353,3.0861,9.01594
-0.111931,-0.651645,2.16585,3.11375,10.1681
-0.441066,-0.647091,2.42559,2.88032,7.80922
