-0.0970253,-0.796636,2.95781,3.12461,2.79176
-0.434416,-0.706244,2.37011,2.86016,2.84914
-0.390864,-0.651688,2.59135,2.89607,2.64206
-0.42103,-0.754001,1.84159,2.85991,4.91175
0.00932802,-0.72921,1.81868,2.88247,2.95504
-0.129392,-0.705996,2.36248,3.01252,2.06281
-0.230236,-0.761805,1.97971,3.00214,3.11414
-0.506302,-0.753688,2.93208,2.88797,2.74317
-0.228011,-0.716885,2.587,3.05664,3.39938
-0.235553,-0.7162,2.5997,3.06136,3.21954
-0.180453,-0.778142,1.93773,3.09811,2.66225
-0.167729,-0.77912,1.93605,3.08233,3.46417
-0.0224389,-0.713104,2.36489,2.95919,3.4002
0.235031,-0.800859,2.39944,2.85455,2.29758
-0.271006,-0.721495,2.41328,3.09198,2.04927
-0.209118,-0.774635,1.98526,3.00363,2.73435
-0.37853,-0.740605,2.63213,2.85966,3.05727
-0.463194,-0.776457,2.18329,2.96577,3.23863
-0.480822,-0.782196,2.19026,2.83417,2.78222
-0.11971,-0.707237,2.27887,3.11021,2.55816
