0.145096,-0.767918,2.12275,2.84911,7.71738
-0.320763,-0.754803,2.3093,2.56993,8.56895
0.196856,-0.770155,2.19388,2.88774,11.4159
-0.134186,-0.744275,2.42245,2.92673,10.1361
-0.17472,-0.725835,2.57315,2.83516,7.34879
0.0102309,-0.699834,2.69307,3.03605,8.57721
-0.240682,-0.698883,2.98656,3.02742,8.72411
-0.435443,-0.763892,3.13916,2.84334,10.4039
-0.110164,-0.708139,2.55822,2.85955,7.75771
0.107162,-0.779139,2.73626,2.84962,7.48675
-0.219083,-0.772921,2.82358,2.89432,8.33188
-0.254506,-0.789188,3.21562,3.12444,9.96195
0.108632,-0.794447,3.30359,2.96735,10.3928
-0.310559,-0.767486,3.15429,2.886,10.9963
-0.0627103,-0.746502,2.12586,3.11315,7.97955
-0.226511,-0.742508,2.1336,2.76877,8.22931
-0.289647,-0.691467,2.46942,2.77612,8.30247
0.0873407,-0.725581,2.71555,3.04403,8.02472
-0.0912239,-0.740109,1.94539,2.89048,6.66229
-0.0799047,-0.718092,2.50249,2.98965,9.66073
-0.160682,-0.779688,2.80171,3.10787,9.0732
-0.119146,-0.793398,2.38136,3.07278,9.07966
