-0.110658,-0.819525,2.00251,3.10338,7.76702
-0.0880523,-0.824889,2.00304,3.08277,11.6494
0.0466906,-0.730788,2.45834,2.91233,7.10151
-0.218299,-0.771876,3.0234,2.54541,5.68008
0.0500515,-0.92814,3.10839,2.97354,16.9991
-0.172682,-0.880632,2.73531,2.87846,4.14502
-0.197738,-0.855971,2.78599,3.05916,5.73305
-0.338207,-0.804153,2.70407,2.72683,4.69097
-0.313275,-0.809287,2.71275,2.69478,6.5531
-0.197718,-0.76538,2.80807,3.10159,14.8892
0.0476311,-0.810992,2.45705,2.95738,7.59626
0.0448271,-0.817046,2.4855,2.96207,5.92239
-0.0650205,-0.797337,2.04979,2.91342,7.76511
-0.399019,-0.686545,2.65978,3.05233,7.82281
-0.204421,-0.696936,2.58934,2.74994,4.52994
-0.212151,-0.709067,2.62462,2.6059,7.33925
-0.373322,-0.686776,3.27678,2.51305,3.89543
-0.394636,-0.774616,2.97507,2.70969,5.08282
0.137388,-0.733424,2.80788,3.07454,7.63732
0.134005,-0.732812,2.81795,3.06604,8.29404
-0.505757,-0.776898,2.9386,2.52605,5.60249
-0.212195,-0.798128,3.32169,3.13207,4.6088
-0.206045,-0.79674,2.89898,2.88009,7.16103
-0.205624,-0.853396,2.43822,2.73679,13.9149
-0.652174,-0.801605,3.10166,2.50024,5.68355
-0.767147,-0.736735,3.08275,2.53614,7.4465
0.331309,-0.850085,2.47445,2.91594,6.85368
0.0652484,-0.939787,2.30303,2.7959,6.36075
-0.183286,-0.918259,2.50684,2.74227,5.63082
0.0430949,-0.830695,2.96793,2.83639,5.74724
-0.134493,-0.951597,3.02933,2.69945,5.22395
0.147405,-0.924588,2.78258,3.06029,5.60273
