-0.110658,-0.819525,2.00251,3.10338,26.818
-0.0880523,-0.824889,2.00304,3.08277,31.3806
0.0466906,-0.730788,2.45834,2.91233,23.8215
-0.218299,-0.771876,3.0234,2.54541,26.5772
0.0500515,-0.92814,3.10839,2.97354,41.989
-0.172682,-0.880632,2.73531,2.87846,25.8303
-0.197738,-0.855971,2.78599,3.05916,28.29
-0.338207,-0.804153,2.70407,2.72683,26.5798
-0.313275,-0.809287,2.71275,2.69478,28.2543
-0.197718,-0.76538,2.80807,3.10159,21.6794
0.0476311,-0.810992,2.45705,2.95738,21.5424
0.0448271,-0.817046,2.4855,2.96207,18.355
-0.0650205,-0.797337,2.04979,2.91342,26.9271
-0.399019,-0.686545,2.65978,3.05233,28.7557
-0.204421,-0.696936,2.58934,2.74994,23.805
-0.212151,-0.709067,2.62462,2.6059,25.148
-0.373322,-0.686776,3.27678,2.51305,32.7855
-0.394636,-0.774616,2.97507,2.70969,31.1684
0.137388,-0.733424,2.80788,3.07454,21.3028
0.134005,-0.732812,2.81795,3.06604,25.1641
-0.505757,-0.776898,2.9386,2.52605,30.8582
-0.212195,-0.798128,3.32169,3.13207,37.0358
-0.206045,-0.79674,2.89898,2.88009,27.9258
-0.205624,-0.853396,2.43822,2.73679,31.6763
-0.652174,-0.801605,3.10166,2.50024,36.4509
-0.767147,-0.736735,3.08275,2.53614,35.121
0.331309,-0.850085,2.47445,2.91594,22.7462
0.0652484,-0.939787,2.30303,2.7959,22.2471
-0.183286,-0.918259,2.50684,2.74227,25.4438
0.0430949,-0.830695,2.96793,2.83639,24.6825
-0.134493,-0.951597,3.02933,2.69945,33.8249
0.147405,-0.924588,2.78258,3.06029,25.7953
