3.30822,0.126131,0.125445
3.30693,0.105766,0.12537
3.30452,0.0853958,0.125256
3.29995,0.0830876,0.00437861
3.29999,0.0650196,0.125067
3.3004,0.0628379,0.00437861
3.28539,0.0614048,-0.115782
3.30033,0.04477,0.125067
3.30175,0.0258532,0.246007
3.29355,0.0244667,0.124802
3.3008,0.142882,-0.0272179
3.28764,0.00424972,0.124575
3.29535,0.124179,0.0931495
3.291,0.00207138,0.00436535
3.29562,0.122403,-0.0271685
3.30281,-0.0146707,0.246081
3.28261,-0.0158987,0.124385
3.29205,0.103831,0.0930365
3.28295,-0.0180778,0.00435474
3.29362,0.0836545,0.0930648
3.28387,0.081629,-0.0270614
3.27317,-0.0560262,0.124044
3.28908,0.0633473,0.0929236
3.29201,-0.0752344,0.245338
3.28076,-0.0762948,0.124347
3.28563,0.0413372,-0.0270696
3.29049,-0.0954035,0.245264
3.28322,-0.0965118,0.124461
3.28482,0.0211697,-0.0270614
3.28257,-0.116656,0.124461
3.27869,0.00278609,0.092613
3.27589,0.00101128,-0.0269872
3.2788,-0.13667,0.124347
3.27565,-0.0173158,0.0925283
3.27683,-0.019095,-0.0269955
3.27291,-0.156547,0.124158
3.28065,-0.0392488,-0.0270284
3.2827,-0.0552939,0.332855
3.26989,-0.176518,0.124082
3.27419,-0.0574942,0.0925001
3.27035,-0.0591968,-0.026946
3.27017,-0.0605066,-0.146349
3.26575,-0.196399,0.123969
3.27477,-0.0776068,0.0925283
3.26293,-0.0790926,-0.0268884
3.26674,-0.080497,-0.146215
3.28078,-0.0955447,0.332755
3.2737,-0.0963676,0.212481
3.27424,-0.097699,0.0925283
3.26638,-0.0992335,-0.0269213
3.26718,-0.100571,-0.14626
3.27616,-0.115533,0.332351
3.27404,-0.116488,0.212546
3.27258,-0.117752,0.0925001
3.27071,-0.119456,-0.0269625
3.27964,-0.253693,0.612631
3.29772,-0.134886,0.457274
3.2688,-0.137703,0.0924154
3.26692,-0.139395,-0.0269378
3.26171,-0.140484,-0.146081
3.26005,-0.142465,-0.266216
3.24226,-0.26145,-0.354055
3.27606,-0.273648,0.612265
3.29485,-0.155024,0.457
3.26937,-0.156514,0.212352
3.2599,-0.157372,0.0921895
3.266,-0.159438,-0.0269378
3.26478,-0.160692,-0.14626
3.24518,-0.161771,-0.265078
3.23961,-0.281253,-0.353947
3.2753,-0.293833,0.612448
