2.26019,-0.00854046,0.335733
2.2494,-0.0229454,0.311665
2.24021,-0.0644042,0.249641
2.23216,-0.0787168,0.226443
2.22766,-0.0930013,0.204989
2.2361,-0.122243,0.184155
2.2185,-0.160856,0.144308
2.20971,-0.175033,0.122299
2.20403,-0.214201,0.0839079
2.18919,-0.271099,0.0200207
2.17122,-0.307783,-0.0180656
2.18564,-0.324859,-0.0394183
2.15126,-0.387098,-0.0978046
2.13522,-0.482052,-0.199172
2.13103,-0.495588,-0.220657
2.12053,-0.518926,-0.237624
2.12237,-0.534592,-0.259549
2.11448,-0.547108,-0.280063
2.10945,-0.57436,-0.301967
2.1163,-0.58888,-0.320739
2.10754,-0.601089,-0.341312
